Summary,Sentiment
visual fertility treasure planet rival top japanese animation recent vintage,1
minute movie short feel much longer,0
yet another movie presumes high school social group war let alone conscious existence,0
quite equal woo best earlier work easily finest american film come close recapturing brilliance hong kong film,1
sleek arty,1
touch,1
quality art combined humor intelligence script allow filmmaker present biblical message forgiveness without ever becoming preachy syrupy,1
amazing incendiary movie dive straight rough water contradiction,1
movie succumbs nothing formulaic chase dark,0
zaidan script barely enough plot string stunt together quite enough characterization keep face straight,0
movie keep coming back achingly unfunny phonce several silly subplots,0
wait pay per view rental dismiss barbershop hand,0
giggle inducing comedy snappy dialogue winning performance unlikely team oscar winner susan sarandon goldie hawn,1
directorial debut music video show higuchinsky flash,0
one best film year exquisite acting inventive screenplay mesmerizing music many inimitable scene tenderness loss discontent yearning,1
h ad suffered bled hard ground ia drang want something bit complex soldier remembered,0
cool movie snow emergency,1
rude black comedy catalytic effect holy fool upon around cutthroat world child television,1
film least see study contrast wide range one actor limited range comedian,0
premise overshadowed uberviolence clericks becomes another kung fu sci fi movie silly action sequence,0
romantic comedy dogme filmmaking may seem odd bedfellow turn delightfully compatible,1
pint sized goodfellas designed appeal younger set good movie objective sense mostly hold one interest,0
cuar n created substantive movie several cliched movie structure road movie coming age movie teenage sex comedy,1
two generation within one family test boundary intelligent restrained coming age drama,1
acting particularly tambor almost make never worthwhile writer director schaeffer follow titular advice,0
stale uninspired,0
intriguing beautiful film read book likely disappointed,1
deliberately skillfully us ambiguity suggest possibility imbue theme added depth resonance,1
admit semi amusing watch robert deniro belt jet jet way equally distasteful watch sing lyric tonight,0
title trapped turn pretty fair description feel watching ultra manipulative thriller,0
filmmaker post camp comprehension made old time b movie good bad make eight legged freak perfectly entertaining summer diversion,1
thoughtless random superficial humour lot bad scouse accent,0
unfunny lacking sense commitment affection character reginald hudlin comedy relies toilet humor ethnic slur,0
twenty year later e still cinematic touchstone,1
scotland pa blur line black comedy black hole,0
director fake backdrop stately pacing never settle consistent tone,0
late marriage face family drama black comedy filled raw emotion conveying despair love,1
occasionally interesting mostly repetitive look slice counterculture might best forgotten,0
harmless fun,1
lack inspiration original bloated plot stretch running time minute past child interest adult patience also many thing made first one charming,1
despite evocative aesthetic evincing hollow state modern love life film never percolate beyond monotonous whine,0
production detail lavish film little insight historical period artist particularly sand developed notorious reputation,0
traffic kind prechewed racial clich already corporate stand comedy mill,0
u nrelentingly stupid,0
self serious equilibrium make point well movie like life much fun without high low,0
may first cartoon ever look shown projection television screen sport bar,0
slightly flawed fairly unbelievable finale everything else top shelf,1
flawed worth seeing ambrose performance,1
grand fart coming director beginning resemble someone crazy french grandfather,0
peter jackson company dazzle delight u fulfilling practically every expectation either longtime tolkien fan movie going neophyte could want,1
